sebi_id,name,reg_no,category,contact_person,email,telephone,fax,website,domain,pincode,city,state,address,correspondence_address,validity,sebi_type
1085,LICHFL Opportunities Trust,IN/AIF2/21-22/0963,Category II,Guruputrayya Sambayyanamath,ggs@lichflamc.com,,,,,400051,Mumbai,Maharashtra,"211 and 212, A Wing, 2nd Floor, The Capital, Bandra Kurla Complex, Mumbai 400051, MUMBAI, MAHARASHTRA, 400051","211 and 212, A Wing, 2nd Floor, The Capital, Bandra Kurla Complex, Mumbai 400051, MUMBAI, MAHARASHTRA, 400051","Dec 14, 2021 - Perpetual",aif
1086,Lighthouse Canton Special Opportunities Fund,IN/AIF3/25-26/1831,Category III,Manas Chadha,lcv.im@lighthouse-canton.in,,,,,110037,New Delhi,National Capital Territory Of Delhi,"Unit number  104A First Floor Worldmark 2 Asset Area no 8, Hospitality District Delhi Aerocity Near Indira Gandhi International Airport, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110037","Unit number  104A First Floor Worldmark 2 Asset Area no 8, Hospitality District Delhi Aerocity Near Indira Gandhi International Airport, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110037","Jun 23, 2025 - Perpetual",aif
1087,Lighthouse India Investment Trust,IN/AIF2/22-23/1161,Category II,Tarun Pande,tarun@lhfunds.com,,,,,400018,Mumbai,Maharashtra,"1904, Raheja Altimus, Dr GM Bhosale Marg, Worli, Opp. Mahindra Tower, MUMBAI, MAHARASHTRA, 400018","1904, Raheja Altimus, Dr GM Bhosale Marg, Worli, Opp. Mahindra Tower, MUMBAI, MAHARASHTRA, 400018","Oct 29, 2022 - Perpetual",aif
1088,LILKIS CAPITAL AIF TRUST,IN/AIF2/23-24/1450,Category II,Deepak Agarwalla,agarwalladeepak@gmail.com,,,,,122001,Gurgaon,Haryana,"Unit 241, Tower A, Emaar Digital Greens, Sector 61, Golf Course Extn Road, GURGAON, HARYANA, 122001","Unit 241, Tower A, Emaar Digital Greens, Sector 61, Golf Course Extn Road, GURGAON, HARYANA, 122001","Feb 14, 2024 - Perpetual",aif
1089,LOGOS INDIA LOGISTICS VENTURE FUND,IN/AIF2/17-18/0523,Category II,Mehul  Shah,mehul.shah@assetzproperty.com,,,,,400051,Mumbai,Maharashtra,"905, 9th Floor, Hallmark Business Plaza, Sant Dyaneshwar Marg, Bandra East Mumbai, MUMBAI, MAHARASHTRA, 400051","905, 9th Floor, Hallmark Business Plaza, Sant Dyaneshwar Marg, Bandra East Mumbai, MUMBAI, MAHARASHTRA, 400051","Mar 05, 2018 - Perpetual",aif
1090,Lok Capital Growth Fund,IN/AIF2/16-17/0231,Category II,,,,,,,,,,,,"Jun 07, 2016 - Perpetual",aif
1091,Lok Capital Growth Fund IV,IN/AIF2/19-20/0762,Category II,Vishal Mehta,vmehta@lokcapital.com,,,,,122002,Gurgaon,Haryana,"Basement, S11 09 , Dlf Phase 3, GURGAON, HARYANA, 122002","Basement, S11 09 , Dlf Phase 3, GURGAON, HARYANA, 122002","Jan 10, 2020 - Perpetual",aif
1092,LONG ARC BUSINESS OWNER TRUST,IN/AIF3/25-26/1803,Category III,Varun Balachandran,varun@longarcinvest.com,,,,,600034,Chennai,Tamil Nadu,"New No. 17 Lynwood Avenue, Mahalingapuram, CHENNAI, TAMIL NADU, 600034","New No. 17 Lynwood Avenue, Mahalingapuram, CHENNAI, TAMIL NADU, 600034","May 05, 2025 - Perpetual",aif
1093,Long View Ventures,IN/AIF1/23-24/1412,Category I,Akshat Poddar,akshat@longview-ventures.com,,,,,400002,Mumbai,Maharashtra,"6th Floor 602 A Niranjan Bldg, 99 Marine Drive S. C. Court, MUMBAI, MAHARASHTRA, 400002","6th Floor 602 A Niranjan Bldg, 99 Marine Drive S. C. Court, MUMBAI, MAHARASHTRA, 400002","Dec 18, 2023 - Perpetual",aif
1094,LOTUS VALUE TRUST,IN/AIF3/24-25/1519,Category III,Komal  Maheshwari,PROPLUS@BASANTGLOBAL.COM,,,,,380009,Ahmedabad,Gujarat,"104, Basant house, Nr Jain Temple, B H Post Office, Navrangpura, AHMEDABAD, GUJARAT, 380009","104, Basant house, Nr Jain Temple, B H Post Office, Navrangpura, AHMEDABAD, GUJARAT, 380009","May 13, 2024 - Perpetual",aif
1095,Lumikai Fund II,IN/AIF2/23-24/1289,Category II,Salone  Sehgal,salone@lumikai.com,,,,,122002,Gurugram,Haryana,"Second Floor, Ocus Technopolis, Golf Course Road, Sector - 54, GURUGRAM, HARYANA, 122002","Second Floor, Ocus Technopolis, Golf Course Road, Sector - 54, GURUGRAM, HARYANA, 122002","May 31, 2023 - Perpetual",aif
1096,LUMINERE INVESTMENT TRUST,IN/AIF2/20-21/0783,Category II,RAJESH BEGWANI,RAJESH.BEGWANI@LIGHTHOUSE-CANTON.COM,,,,,500078,Hyderabad,Telangana,"Building No. 2700, Plot No. 11, Sy No. 101,, Lalgadi Malakpet V, Shamirpet Mandal, HYDERABAD, TELANGANA, 500078","Building No. 2700, Plot No. 11, Sy No. 101, Lalgadi Malakpet V, Shamirpet Mandal, HYDERABAD, TELANGANA, 500078","Apr 22, 2020 - Perpetual",aif
1097,Lumis Labs Fund,IN/AIF2/21-22/0952,Category II,Lalit Aggarwal,Lalit.Aggarwal@LumisPartners.com,,,,,122002,Gurgaon,Haryana,"Two Horizon Centre, Suite 628 629, Level 6 Wing B, Golf Course Road, DLF Phase V, Sector 43, GURGAON, HARYANA, 122002","Two Horizon Centre, Suite 628 629, Level 6 Wing B, Golf Course Road, DLF Phase V, Sector 43, GURGAON, HARYANA, 122002","Nov 09, 2021 - Perpetual",aif
1098,lumos reality trust,IN/AIF2/24-25/1687,Category II,Anuranjan Mohnot,anuranjan.mohnot@lumosaif.com,,,,,400063,Mumbai,Maharashtra,"A 105, Oberoi Exquisite, Oberoi Garden City, Goregaon East, Mumbai, 400063, Same as above, MUMBAI, MAHARASHTRA, 400063","A 105, Oberoi Exquisite, Oberoi Garden City, Goregaon East, Mumbai, 400063, Same as above, MUMBAI, MAHARASHTRA, 400063","Jan 07, 2025 - Perpetual",aif
1099,LV Angel Fund,IN/AIF1/18-19/0585,Category I,Sanjay Kumar Jha,sanjay@letsventure.com,,,,,560025,Bangalore,Karnataka,"M303, Purva Fairmont, 24th Main,, 25th Cross, Sector 2, HSR Layout, BANGALORE, KARNATAKA, 560102","2nd Floor, SNC House, No 7 Residency Road, BANGALORE, KARNATAKA, 560025","Sep 06, 2018 - Perpetual",aif
1100,Lycka's Daybreak Trust,IN/AIF2/24-25/1531,Category II,Devarshi Patel,roopal@singhania.com,,,,,380059,Ahmedabad,Gujarat,"B307 Times Square Arcade II, Besides Avalon Hotel Bodakdev, AHMEDABAD, GUJARAT, 380054","26 Shyam Vihar Bunglows, Thaltej Shilaj Road, AHMEDABAD, GUJARAT, 380059","May 31, 2024 - Perpetual",aif
1101,Mach Technology Fund,IN/AIF2/17-18/0361,Category II,Shivam Gera,shivam@dolcevitatrustees.com,,,,,400018,Mumbai,Maharashtra,"135, Continental Building, Dr. A. B. Road, Worli, MUMBAI, MAHARASHTRA, 400018",,"Aug 24, 2017 - Perpetual",aif
1102,MACM India Trust,IN/AIF2/19-20/0768,Category II,Savi Jain,info@2point2capital.com,,,,,400093,Mumbai,Maharashtra,"The IL and FS Financial Centre  Plot No C 22 G Block 7th Floor , Bandra Kurla Complex Bandra East, MUMBAI, MAHARASHTRA, 400051","721 The Summit Business Bay Nr WEH Metro Station, Andheri East, MUMBAI, MAHARASHTRA, 400093","Feb 05, 2020 - Perpetual",aif
1103,Madhya Pradesh MSME Fund Trust,IN/AIF1/17-18/0312,Category I,,,,,,,,,,,,"Apr 03, 2017 - Perpetual",aif
1104,Madison India opportunities Trust  Fund,IN/AIF2/16-17/0257,Category II,,,,,,,110021,New Delhi,National Capital Territory Of Delhi,"3 SARDAR PATEL MARG, CHANAKYAPURI, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110021",,"Aug 30, 2016 - Perpetual",aif
1105,Madison Investment Trust,IN/AIF2/23-24/1422,Category II,Vikash Malpani,vikash@cerestra.in,,,,,500033,Hyderabad,Telangana,"Sy. No 403 1 Old, 120 New, 4th Floor, Niharika Jubilee One, Road No 1, Jubilee Hills, HYDERABAD, TELANGANA, 500033","Sy. No 403 1 Old, 120 New, 4th Floor, Niharika Jubilee One, Road No 1, Jubilee Hills, HYDERABAD, TELANGANA, 500033","Jan 03, 2024 - Perpetual",aif
1106,Magadh Capital,IN/AIF3/16-17/0279,Category III,,,,,,,400011,Mumbai,Maharashtra,"801, Floor 8, Tower 1, Terra, Planet Godrej, Keshavrao Khadye Marg, Saat Rasta, Jacob Circle, MUMBAI, MAHARASHTRA, 400011",,"Nov 24, 2016 - Perpetual",aif
1107,MAGNIFIQ CAPITAL TRUST,IN/AIF1/22-23/1240,Category I,SRIDHAR G,sridhar@magnifiqsecurities.com,,,,,500073,Hyderabad,Telangana,"8 3 976 69 G 2 JSR Residency Shalivahana nagar , Srinagar Colony, HYDERABAD, TELANGANA, 500073","8 3 976 69 G 2 JSR Residency Shalivahana nagar , Srinagar Colony, HYDERABAD, TELANGANA, 500073","Mar 16, 2023 - Perpetual",aif
1108,MAHAPREIT Alternative Investment Fund,IN/AIF2/22-23/1109,Category II,Dattraj Shinde,cfo@mahapreit.in,,,,,400049,Mumbai,Maharashtra,"1-N, Juhu Supreme Shopping Centre, Gulmohar Cross Road No.9, JVPD Scheme, MUMBAI, MAHARASHTRA, 400049","1-N, Juhu Supreme Shopping Centre, Gulmohar Cross Road No.9, JVPD Scheme, MUMBAI, MAHARASHTRA, 400049","Jul 26, 2022 - Perpetual",aif
1109,Maharashtra Defence and Aerospace Venture Fund,IN/AIF2/18-19/0578,Category II,Ananta Sarma,defenceaif@idbicapital.com,,,,,400021,Mumbai,Maharashtra,"Asian Builidng, Ground Floor, 17, R. Kamani Marg, Ballard Estate, Mumbai, MUMBAI, MAHARASHTRA, 400001","3rd Floor, Mafatlal Centre, Nariman Point, Mumbai, Maharashtra, MUMBAI, MAHARASHTRA, 400021","Sep 05, 2018 - Perpetual",aif
1110,MAHARASHTRA INNOVATION AND TECHNOLOGICAL DEVELOPMENT FUND,IN/AIF1/22-23/1118,Category I,Amey  Belorkar,mitdf@idbicapital.com,,,,,400005,Mumbai,Maharashtra,"6th Floor IDBI Tower , WTC Complex Cuffe Parade, MUMBAI, MAHARASHTRA, 400005","6th Floor IDBI Tower , WTC Complex Cuffe Parade, MUMBAI, MAHARASHTRA, 400005","Aug 25, 2022 - Perpetual",aif
1111,MAHARASHTRA LAGHU VIKAS TRUST,IN/AIF1/15-16/0191,Category I,,,,,,,400051,Mumbai,Maharashtra,"C by O SIDBI TRUSTEE COMPANY LIMITED, 1001, 10TH FLOOR, NAMAN CENTRE, , C31, G BLOCK, BANDRA KURLA COMPLEX,  BANDRA EAST, MUMBAI, MAHARASHTRA, 400051",,"Dec 10, 2015 - Perpetual",aif
1112,Mahaveer Private Equity Trust,IN/AIF2/26-27/2172,Category II,Anav Jain,mahaveerventure.solutions@gmail.com,,,,,110024,New Delhi,National Capital Territory Of Delhi,"D255, Ground Floor, Defence Colony, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110024","D255, Ground Floor, Defence Colony, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110024","May 11, 2026 - Perpetual",aif
1113,Mahaveer Special Situations Trust,IN/AIF1/25-26/2034,Category I,Anav Jain,mahaveerventure.solutions@gmail.com,,,,,110024,Delhi,National Capital Territory Of Delhi,"D 255, Ground Floor,, Defence Colony,, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110024","D 255, Ground Floor, Defence Colony, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110024","Feb 05, 2026 - Perpetual",aif
1114,MAIQ CAPITAL TRUST,IN/AIF3/22-23/1108,Category III,Rajeev Chaturvedi,compliance@maiqcap.com,,,,,400021,Mumbai,Maharashtra,"714, Floor 7, Plot 212, West Wing ,Tulsiani Chambers, Free Press Journal Marg, Nariman Point, MUMBAI, MAHARASHTRA, 400021","714, Floor 7, Plot 212, West Wing ,Tulsiani Chambers, Free Press Journal Marg, Nariman Point, MUMBAI, MAHARASHTRA, 400021","Jul 19, 2022 - Perpetual",aif
1115,MAITREYI DIGITAL INDIA FUND,IN/AIF2/15-16/0205,Category II,,,,,,,,,,,,"Feb 04, 2016 - Perpetual",aif
1116,MAKIA CAPITAL TRUST,IN/AIF1/24-25/1666,Category I,Sanchit Vijay,sanchit@makiacapital.com,,,,,110049,Delhi,National Capital Territory Of Delhi,"907, K.P. AURUM, MAROL, MAROSHI ROAD, MAROL, ANDHERI EAST, MUMBAI, MAHARASHTRA, 400069","D38, SECOND FLOOR, SOUTH EXTENTION 1, ANDREWSGANJ, SOUTH DELHI, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110049","Dec 12, 2024 - Perpetual",aif
1117,Malabar Investment Trust,IN/AIF3/16-17/0255,Category III,,,,,,,,Mumbai,Maharashtra,"Vistra ITCL India Ltd The IL&FS Financial Centre, lot C 22, G Block,Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA",,"Aug 29, 2016 - Perpetual",aif
1118,Malabar Perpetual Trust,IN/AIF3/24-25/1649,Category III,Ketan Shah,Ketan.shah@malabarinvest.com,,,,,400050,Mumbai,Maharashtra,"The Point, 2nd Floor, 30th cross road, Bandra West, MUMBAI, MAHARASHTRA, 400050","The Point, 2nd Floor, 30th cross road, Bandra West, MUMBAI, MAHARASHTRA, 400050","Dec 02, 2024 - Perpetual",aif
1119,MANGAL KESHAV AIF TRUST,IN/AIF2/25-26/1840,Category II,SUJAY  SHAH,AIF@MANGALKESHAV.COM,,,,,500053,Mumbai,Maharashtra,"501, Heritage Plaza, J P Road, Opp. Indian Oil Colony, Andheri West, MUMBAI, MAHARASHTRA, 500053","501, Heritage Plaza, J P Road, Opp. Indian Oil Colony, Andheri West, MUMBAI, MAHARASHTRA, 500053","Jul 07, 2025 - Perpetual",aif
1120,Mangalkari Asset Investment AIF,IN/AIF2/22-23/1096,Category II,SRISHTY MEHRA,srishtymehra@gmail.com,,,,,700106,Kolkata,West Bengal,"HB-170,, SECTOR-III, SALT LAKE,, KOLKATA, WEST BENGAL, 700106","HB-170, SECTOR-III, SALT LAKE, KOLKATA, WEST BENGAL, 700106","Jun 28, 2022 - Perpetual",aif
1121,Manifested Wealth Creation Fund,IN/AIF3/25-26/1806,Category III,Dhirender Gupta,manifestedllp@gmail.com,,,,,110085,Delhi,National Capital Territory Of Delhi,"509, 5th Floor, Jaksons Crown Heights, Sector 10, Rohini, North West Delhi, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110085","509, 5th Floor, Jaksons Crown Heights, Sector 10, Rohini, North West Delhi, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110085","May 07, 2025 - Perpetual",aif
1122,Manipur Startup Venture Trust,IN/AIF1/23-24/1464,Category I,Prasanta Talukdar,roopal@singhania.com,,,,,795001,Imphal,Manipur,"NEDFi, Babupara, IMPHAL, MANIPUR, 795001","NEDFi, Babupara, IMPHAL, MANIPUR, 795001","Mar 22, 2024 - Perpetual",aif
1123,Manjushree Capital-A Investment Trust,IN/AIF2/24-25/1686,Category II,Aswani Kumar Nadakuduru,aswani@capital-a.in,,,,,560001,Bangalore,Karnataka,"No 1 Shobha 5th Floor Plot no 50 St Marks Road, Bangalore, BANGALORE, KARNATAKA, 560001","No 1 Shobha 5th Floor Plot no 50 St Marks Road, Bangalore, BANGALORE, KARNATAKA, 560001","Jan 07, 2025 - Perpetual",aif
1124,MANUFACTURING VALUE ADDITION FUND,IN/AIF1/12-13/0022,Category I,,,,,,,700046,Kolkata,West Bengal,"Vishwakarma, 86C Topsia Road, KOLKATA, WEST BENGAL, 700046",,"Dec 13, 2012 - Perpetual",aif
1125,MARATHON EDGE INDIA FUND I LVF,IN/AIF2/18-19/0582,Category II,Nikhil Raghavan,nikhil@marathon-edge.com,,,,,400021,Mumbai,Maharashtra,"1703, Lodha Supremus, Dr. Elijah Moses Road, Worli Naka, Worli, Mumbai, MUMBAI, MAHARASHTRA, 400018","606 Maker Chambers V, Jamnalal Bajaj Road, Nariman Point, MUMBAI, MAHARASHTRA, 400021","Sep 06, 2018 - Perpetual",aif
1126,Marcellus Capital Trust,IN/AIF3/21-22/0910,Category III,Parimal Deuskar,parimal@marcellus.in,,,,,400093,Mumbai,Maharashtra,"369, Prakruthi,, 4th Main, Vijayanagar, BANGALORE, KARNATAKA, 560040","929 DBS Business Centre, Kanakia Wall street, Chakala, Andheri Kurla road, Andheri (East), MUMBAI, MAHARASHTRA, 400093","Jul 20, 2021 - Perpetual",aif
1127,Master Trust iRage Investment Trust,IN/AIF3/18-19/0552,Category III,Puneet Singhania,puneetsinghania@mastertrust.co.in,,,,,122002,Gurgaon,Haryana,"A-852-A, Basement,, Sushant Lok, Phase -I,, GURGAON, HARYANA, 122002","A-852-A, Basement, Sushant Lok, Phase -I, GURGAON, HARYANA, 122002","Jun 11, 2018 - Perpetual",aif
1128,Mastergrowth 369 Alternate Investment Trust,IN/AIF3/24-25/1764,Category III,Ashutosh Kejriwal,ashutosh@mastergrowth369.com,,,,,400093,Mumbai,Maharashtra,"316, The Summit Business Park, Near Western Express Highway Metro Station, Andheri Kurla Road, Andheri E,, MUMBAI, MAHARASHTRA, 400093","316, The Summit Business Park, Near Western Express Highway Metro Station, Andheri Kurla Road, Andheri E, MUMBAI, MAHARASHTRA, 400093","Mar 21, 2025 - Perpetual",aif
1129,MASTERMIND JPIN CAPITAL PARTNERS FUND,IN/AIF1/21-22/0931,Category I,MANISH LADAGE,manish@mastermindfinance.com,,,,,400604,Thane,Maharashtra,"1003,04 Centrum, Wagle Industrial Estate, next to Hotel Satkar Grande, Thane West, THANE, MAHARASHTRA, 400604","1003,04 Centrum, Wagle Industrial Estate, next to Hotel Satkar Grande, Thane West, THANE, MAHARASHTRA, 400604","Sep 30, 2021 - Perpetual",aif
1130,Matrix Partners India III AIF,IN/AIF2/18-19/0614,Category II,,,,,,,,,,,,"Nov 01, 2018 - Perpetual",aif
1131,Matrix Partners India IV AIF Trust,IN/AIF2/22-23/1124,Category II,Priyank Shrivastava,matrixaif@matrixpartners.in,,,,,400018,Mumbai,Maharashtra,"603, 6th floor, Ceejay House, Dr. Annie Besant Road, Worli, MUMBAI, MAHARASHTRA, 400018","603, 6th floor, Ceejay House, Dr. Annie Besant Road, Worli, MUMBAI, MAHARASHTRA, 400018","Sep 01, 2022 - Perpetual",aif
1132,Matterhorn capital Trust,IN/AIF3/23-24/1323,Category III,Sushil Agarwal,sushilagarwal.jaipur@gmail.com,,,,,302023,Jaipur,Rajasthan,"19, Jagdamba Colony, Naya Kheda, Ambabari, JAIPUR, RAJASTHAN, 302023","19, Jagdamba Colony, Naya Kheda, Ambabari, JAIPUR, RAJASTHAN, 302023","Aug 08, 2023 - Perpetual",aif
1133,Matterhorn Investment Trust,IN/AIF2/23-24/1482,Category II,Sushil Kumar Agarwal,sushilagarwal.jaipur@gmail.com,,,,,302018,Jaipur,Rajasthan,"Office No 307, Horizon Tower, Jewel of India, JLN Marg, Opp Jaipur Stock Exchange, JAIPUR, RAJASTHAN, 302018","Office No 307, Horizon Tower, Jewel of India, JLN Marg, Opp Jaipur Stock Exchange, JAIPUR, RAJASTHAN, 302018","Mar 27, 2024 - Perpetual",aif
1134,Mauryan First,IN/AIF3/16-17/0228,Category III,,,,,,,400013,Mumbai,Maharashtra,"2nd floor, Trade Point Building, Utopia City,, PANDURANG BUDHKAR MARG, LOWER PAREL WEST, MUMBAI, MAHARASHTRA, 400013",,"May 27, 2016 - Perpetual",aif
1135,Mauryan India Trust,IN/AIF3/24-25/1689,Category III,Gautam Bahal,gautam.bahal@mauryancapital.com,,,,,400013,Mumbai,Maharashtra,"Unit No. 1 to 8, 2nd Floor, Trade Point Building, , Utopia City, Pandurang Budhkar Marg, Lower Parel West, MUMBAI, MAHARASHTRA, 400013","Unit No. 1 to 8, 2nd Floor, Trade Point Building, Utopia City, Pandurang Budhkar Marg, Lower Parel West, MUMBAI, MAHARASHTRA, 400013","Jan 07, 2025 - Perpetual",aif
1136,Mavenark Credit and Growth Fund,IN/AIF2/24-25/1699,Category II,Sumit Jain,sumit.jain@mavenark.co.in,9102247836162,9102247836162,,,400070,Mumbai,Maharashtra,"FF A 03 Art Guild House Phoenix Market City  , LBS Marg Kurla West, MUMBAI, MAHARASHTRA, 400070","FF A 03 Art Guild House Phoenix Market City  , LBS Marg Kurla West, MUMBAI, MAHARASHTRA, 400070","Jan 21, 2025 - Perpetual",aif
1137,MAVENVEST ABSOLUTE RETURN FUND,IN/AIF3/13-14/0074,Category III,,,,,,,400021,Mumbai,Maharashtra,"78 by B, MITTAL TOWER, NARIMAN POINT, MUMBAI, MAHARASHTRA, 400021",,"Sep 02, 2013 - Perpetual",aif
1138,MAVIN VENTURES,IN/AIF2/25-26/1834,Category II,Bhawna  Thairani,bhawnathairani11@gmail.com,,,,,110048,Delhi,National Capital Territory Of Delhi,"S 273, Greater Kailash 2, Greater Kailash, New Delhi, South Delhi, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110048","S 273, Greater Kailash 2, Greater Kailash, New Delhi, South Delhi, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110048","Jul 03, 2025 - Perpetual",aif
1139,Mavira Investments AIF Trust,IN/AIF3/24-25/1559,Category III,Mayank Mamania,office@maviraamc.com,,,,,400031,Mumbai,Maharashtra,"15 B First Floor 5B Royal Industrial Estate Wadala Road No 26 Sewree, Wadala, MUMBAI, MAHARASHTRA, 400031","15 B First Floor 5B Royal Industrial Estate Wadala Road No 26 Sewree, Wadala, MUMBAI, MAHARASHTRA, 400031","Jul 15, 2024 - Perpetual",aif
1140,MAXIZO TRUST,IN/AIF3/25-26/1925,Category III,ABHISHEK SHARMA,Abhisheksharma@maxizotrading.com,,,,,110085,New Delhi,National Capital Territory Of Delhi,"803, 8th Floor, Ring Road Mall, Sector 3, Rohini, Delhi, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110085","803, 8th Floor, Ring Road Mall, Sector 3, Rohini, Delhi, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110085","Oct 15, 2025 - Perpetual",aif
1141,Maybak Trust,IN/AIF2/21-22/0960,Category II,Ashok Grover,ashokgrover9057@gmail.com,,,,,110017,New Delhi,National Capital Territory Of Delhi,"90/57, Malviya Nagar, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110017","90/57, Malviya Nagar, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110017","Dec 13, 2021 - Perpetual",aif
1142,MCATS TRUST,IN/AIF1/23-24/1476,Category I,Sushil Sharma,sushil@marwaricatalysts.com,,,,,342003,Jodhpur,Rajasthan,"Cyb5, Cyber Park, Heavy Industrial Area, Jodhpur, JODHPUR, RAJASTHAN, 342003","Cyb5, Cyber Park, Heavy Industrial Area, Jodhpur, JODHPUR, RAJASTHAN, 342003","Mar 26, 2024 - Perpetual",aif
1143,MD MULTITRADE CAPITAL TRUST,IN/AIF3/25-26/2072,Category III,Darshnaben Boriya,djthakkar89@gmail.com,,,,,360001,Rajkot,Gujarat,"Office No. 402, Pride Empire, Nr. Union Bank Of India, RAJKOT, GUJARAT, 360001",,"Mar 04, 2026 - Perpetual",aif
1144,MedArtha Capital Fund,IN/AIF2/25-26/2021,Category II,Ganesh  Sabat,ganesh@medarthacapital.com,,,,,400060,Mumbai,Maharashtra,"28th Floor, Unit No. 2801, Building No. 4, Maxima, , JVLR Road, CTS NO 1 B of Village Majas, Jogeshwari, MUMBAI, MAHARASHTRA, 400060","28th Floor, Unit No. 2801, Building No. 4, Maxima, , JVLR Road, CTS NO 1 B of Village Majas, Jogeshwari, MUMBAI, MAHARASHTRA, 400060","Jan 19, 2026 - Perpetual",aif
1145,Meenakshi Alternates Fund,IN/AIF2/25-26/1802,Category II,Karthik Katragadda,karthik@m-alts.com,,,,,500033,Hyderabad,Telangana,"119, Road No 10, Jubilee Hills, Hyderabad 500033, Telangana, India, HYDERABAD, TELANGANA, 500033","119, Road No 10, Jubilee Hills, Hyderabad 500033, Telangana, India, HYDERABAD, TELANGANA, 500033","May 05, 2025 - Perpetual",aif
1146,MegaDelta Fund Il,IN/AIF2/17-18/0343,Category II,Ruchir  Lahoty,ruchir@megadeltacapital.com,,,,,400051,Mumbai,Maharashtra,"109 110, Madhava Building, Bandra Kurla Complex,, Behind Family Court, Bandra East,, MUMBAI, MAHARASHTRA, 400051",,"Jun 22, 2017 - Perpetual",aif
1147,Mehta Alternate Investment Fund,IN/AIF2/22-23/1252,Category II,Rajat Mehta,rajat@mehtagroup.in,,,,,400018,Mumbai,Maharashtra,"903, Lodha Supremus, Dr. E. Moses Road, Worli Naka, MUMBAI, MAHARASHTRA, 400018","903, Lodha Supremus, Dr. E. Moses Road, Worli Naka, MUMBAI, MAHARASHTRA, 400018","Mar 24, 2023 - Perpetual",aif
1148,Mela Ventures Trust,IN/AIF2/20-21/0801,Category II,Krishnakumar Natarajan,nkk@melaventures.in,,,,,560102,Bangalore,Karnataka,"2297 24th Main, 16th Cross HSR Sector 1, BANGALORE, KARNATAKA, 560102","2297 24th Main, 16th Cross HSR Sector 1, BANGALORE, KARNATAKA, 560102","May 21, 2020 - Perpetual",aif
1149,Mela Ventures Trust II,IN/AIF2/25-26/1948,Category II,R Kalyan Sundar,kalyan.sundar@melaventures.in,,,,,560102,Bangalore,Karnataka,"2297, 24th Main 16th Cross, HSR Sector 1, Bengaluru  560102, Karnataka, India, BANGALORE, KARNATAKA, 560102","2297, 24th Main 16th Cross, HSR Sector 1, Bengaluru  560102, Karnataka, India, BANGALORE, KARNATAKA, 560102","Nov 04, 2025 - Perpetual",aif
1150,MENTERRA SOCIAL IMPACT FUND,IN/AIF1/15-16/0187,Category I,,,,,,,560001,Bangalore,Karnataka,"21/30, Prestige Craig House, MG Road, Craig Park Layout, BANGALORE, KARNATAKA, 560001",,"Nov 20, 2015 - Perpetual",aif
1151,Menterra Social Impact Fund 3 Trust,IN/AIF1/25-26/1980,Category I,Mukesh Sharma,mukesh@menterra.com,,,,,560038,Bangalore,Karnataka,"216 Alfa Center 2nd Floor Indiranagar, 2nd Stage, BANGALORE, KARNATAKA, 560038","216 Alfa Center 2nd Floor Indiranagar, 2nd Stage, BANGALORE, KARNATAKA, 560038","Dec 09, 2025 - Perpetual",aif
1152,Menterra Social Impact Fund II Trust,IN/AIF1/19-20/0694,Category I,Vikas Kabra,vikas@menterra.com,,,,,560038,Bangalore,Karnataka,"638, 7th Cross, 11th Main, HAL Stage II, Indiranagar, BANGALORE, KARNATAKA, 560038","638, 7th Cross, 11th Main, HAL Stage II, Indiranagar, BANGALORE, KARNATAKA, 560038","May 07, 2019 - Perpetual",aif
